user,tweet,sentimen
KoboiBengek,"Makin miris dgn RKUHP ini. Pdhal kan kalian mewakili rakyat, tp knp keputusan yg diambil malah bikin rakyat makin menderita 😥. Dikira korban pemerkosaan baik2 aja gitu? Duuh gusti, kalian benar2 ga punya hati nurani 😥😥 https://t.co/hFcbnQCtnm",negatif
knrsndrn,"Makin geram aje gue sama RKUHP😡 Padahal kan sektor pariwisata lagi berkembang pesat, dan sektor pariwisata juga salah satu penggerak perekonomian Indonesia . 
Jangan sampe gara”RKUHP perkembangan pariwisata di Indonesia terhalang.
#savepariwisataindonesia #TolakRKUHP https://t.co/0fBo4rD7Dd",negatif
knisanurmala,"Makassar, 23 September 2019
Depan @kampus_UMI 
Tolak rancangan undang-undang anti rakyat 
- RUU Pertanahan
- RKUHP
- UU KPK yang melemahkan pmberantasan korupsi
- RUU Ketenagakerjaan
- dll

""Jangan biarkan pemerintah macam-macam dgn demokrasi yg tlh dibangun""

Sumber Foto : FOSIS https://t.co/kfacmNT7uA",negatif
knightliberati1,Makassar kenapa tidak demo? Harusnya kita juga ikut teman2 mahasiswa di kota lain untuk bergerak tolak revisi UU KPK dan RKUHP #MahasiswaHarusBergerak,negatif
knb_rmdhna,"Makasih loh berkat agan agan politikus dadakan dan professor dadakan, ku terpacu baca satu2 lagi itu pasal RKUHP. 
Iya biar gak gampang di goblokin sama media dan hashtag2 influencer.",negatif
Klontrang,"Makanya jgn main2 mau merevisi UU yg tdk pro kesejahteraan rakyat ayo tolak RUU KPK, RKUHP, RUU Ketenagakerjaan pasti di tolak rakyat dan mahasiswa #HidupMahasiswa mau takhta anda lengser pak @jokowi",negatif
kkkokonut,MAJELIS PERS: Serukan Tolak RKUHP Karena Berpotensi Ancam Kemerdekaan dan Kebiri Kebebasan Pers https://t.co/99dABrKQfs https://t.co/NdCrZWWMRJ,negatif
kkahfi106,"Maimunah tolak rkuhp, aku lelah kamu php",negatif
kjidoel,"Mahasiswa2 provinsi GORONTALO  menuju Gedung DPR-GO dengan aksi yg tertuju pada penolakan UU RKUHP
#TolakRUUKUHP 
#SaveKPK https://t.co/PEaLnexu69",negatif
kirumi06_,"Mahasiswa: Tolak RKUHP! Tolak RUU KPK! Bagaimana nasib kabut asap?

Sobat gurun: https://t.co/R5DyhQaU0i https://t.co/mzvY92xVn7",negatif
kipiwijit,"Mahasiswa: ""Tolak RKUHP, Tolak RUUKPK""
Polisi: ""Duaarrr KEMEM""
Anak STM: ""Minggir bang! Polisinya biar kami yang atasi, lu fokus aja ke gedung DPR nya! Woi polisi maju sini lu!""
#STMBergerak",negatif
kintan_safira,"mahasiswa yg demo hari ini minta RKUHP di revisi??? kebetulan kahh??? tidaaaaaakkk, krn yg ngerivisi masih anggota dewan yg sama. artinya  masington cs msh ttp dapet duit buat bikin revisiaannn. . #TolakRUUKUHP #MosiTidakPercaya",negatif
KingKimYohan,"mahasiswa vs wakil rakyat. 
idealis vs realistis. 
mereka yang bikin RKUHP gak pernah pedekate kali ya? 
sebelum dirancang (rencana pendekatannya), 
harus diteliti (kata katanya), 
baru dekati (rakyatnya) perlahan, 
tinggal tunggu hasilnya deh diterima atau ditolak.
#JANCUK",negatif
kinghunter_12,"Mahasiswa Vs Polisi
#rkuhp
#dpriri
#presidenjokowi
#jokowi
#TolakRKUHP 
#tolakuukpk
#mahasiswa
#polri https://t.co/WzGZSg9o6b",negatif
kinderjov,"Mahasiswa Unjuk Rasa Tolak RKUHP di DPRD Balikpapan, Abdulloh: Kalau Nasional Itu Domainnya Pusat https://t.co/B5Fkl1sDzR",negatif
KinDanny,"Mahasiswa universitas:ayo demo tolak RKUHP!!!!

Mahasiswa kedinasan can't relate",negatif
kinalit,"Mahasiswa turun ke jalan, tolak RKUHP, betul..
Dibalik itu, knp isu RUU KPK, kebakaran hutan, dll diangkat, dan knp tetap ujung2nya Turunkan Jokowi yg di soundingkan? #MasihBelumSadarJuga",negatif
kimstaerlight,Mahasiswa Tolak UU KPK dan RKUHP https://t.co/x2ug22wneB https://t.co/YgO57UzNfA,negatif
kimnadh_,Mahasiswa Sidoarjo Unjuk Rasa Tolak RKUHP dan UU KPK https://t.co/ageiKZRiaH https://t.co/IWPxCKdJWa,negatif
kimbyerim,"Mahasiswa rame-rame turun tolak revisi ruu kpk + rkuhp. Jangan sampe di masa depan, sejarah nyatet pmii sebagai satu2nya organ yg milih tampil beda di masa darurat ini: aksi ke jalan buat bubarin kpk berdasarkan instruksi senior pb dengan argumen kpk taliban. 🤦🏻‍♂️",negatif
kikvers1,"Mahasiswa minta RKUHP &amp; UU KPK nya yg dibatalin bukan presidennya yang di lengserkan..
#HidupMahasiswa #MahasiswaBergerak #Turunkanjokowi #RakyatBergerak #TolakRevisiUUKPK https://t.co/QinYfCNlhk",negatif
kidulblumbang,"Mahasiswa Kotawaringin Timur juga Demo Tolak Revisi UU KPK dan RKUHP 
 https://t.co/sA3mYzuYuo",negatif
KicauNews,"Mahasiswa disini juga pada demo di DPRK...
yang sangat disayangkan demo nya jadi ricuh.. dan ada gas air mata.... huuuuu #RKUHP",negatif
kiblatnet,"Mahasiswa di Sejumlah Daerah Kembali Turun ke Jalan, Serentak Tolak RKUHP https://t.co/vpN2LwJU4D lewat @YouTube",negatif
Kiayfarid,"Mahasiswa di Padang Turun ke Jalan Tolak Pasal Karet RKUHP

#JaeHaramDiLantik
#JaeHaramDiLantik

Mahasiswa Padangpun bersuara😊

https://t.co/4fsNVOGHgA",negatif
kiarhmaa,Mahasiswa di Padang Turun ke Jalan Tolak Pasal Karet RKUHP https://t.co/uS7gn65Ppv,negatif
KianFahrentia,Mahasiswa di mataram aksi tolak uu kpk dan rkuhp di Kantor DPRD Prop NTB https://t.co/wPmbfMpUX4,negatif
khusna_mftrzq,"Mahasiswa demo tolak RKUHP wajib didukung karena melanggar HAM.  
Tujuannya jelas,bukan lengserkan Jokowi. jangan gagal move on hehe. 
salam damai🙏
#SayaBersamaJokowi https://t.co/eoUCTIp6Ig",negatif
Khoriorii,"Mahasiswa Dari HMI Tolak RUU, RKUHP dan Tindakan Anarkis Aparat Kepolisian https://t.co/6CtDEIzmjq lewat @b_transparansi",negatif
kholilmogerz,"Mahasiswa dan TNI di seluruh Indonesia bergabunglah, tumbangkan seluruh aparat kepolisian dan pejabat tinggi pemerintahan yang sedang melucu di negeri yang sedang dikelilingi problematika seserius ini.

#SaveIndonesia 
#HidupMahasiswa 
#RKUHPNgawur 
#RKUHP 
#ayosemuabergerak",negatif
khnsfdnz,Mahasiswa Ancam Turunkan Massa Lebih Besar Tolak RUU KPK dan RKUHP https://t.co/vyiCVbmFsC,negatif
Khaylaauraksm1,"Mahasiswa Akan Kembali Berkumpul di DPR, Tolak RUU KPK hingga RKUHP https://t.co/yqeL9w3BRV",negatif
khaveyah,"Mahasiswa Akan Kembali Berkumpul di DPR, Tolak RUU KPK hingga RKUHP https://t.co/f15a6OhwP6",negatif
kharuma_niez,"Mahasiswa aceh jangan mentel mau ikut-ikutan bikin demo tolak RKUHP, semangat RKUHP itu sebelas dua belas ama Qanun Syariat Islam di Aceh sekarang. Nanti kelihatan aneh kalau nolaknya milih-milih... :)))",negatif
kharitz_ahmad,"Mahasiswa : udah dek kalian pulang emak nyariin

STM : pantang pulang sebelum tuntas !
 
#anakstm #RKUHPNgawur #RKUHP https://t.co/fwzljBzuXA",negatif
KharismaSukarno,"Mahasiswa : Prof, saya dkk mau turun demo tolak Revisi UU KPK, RKUHP, bla..bla.. bisa gak kami absen kelas Prof?  
Dosen : kebetulan, saya jg mau ikut demo, yuk kt bareng... 

*Ada dikampus kamu kayak gini? 😅",negatif
kharisaurus,"Mahasiswa : DPR GOBLOK, REVISI RKUHP!!!!
Anak STM : SINI LU POLISI LU ANJING!

u r the real mvp kid!
#hidupmahasiswaindonesia https://t.co/hoEi55U04q",negatif
khansanatasha,"Mahasiswa : demo tolak rkuhp.
Dpr : https://t.co/TjPGVHGDZw",negatif
khansaakp,"MAHASISWA : “tolak RUUKPK,tolak RKUHP”
POLISI   : “duaarrrr NMAX”
ANAKSTM :“minggir bang biar gw yg urusin polisi lu fokus aja ke gedung MPR nya,woii maju sini lu polisi”

#STMBergerak 
#AyoSemuaBergerak 
#STMmelawan https://t.co/pMvloqYQFE",negatif
khaiz18_,"Maaf perjalanan anda terganggu , sedang ada perbaikan RKUHP (Sebelum Kejadian) 
#TolakRUUKUHP 
#HIDUPRAKYATINDONESIA 
#DewanPerwakilanRamashok 
#HidupMahasiswa 
#tolakruuKPK https://t.co/yVAu6XZF6b",negatif
khairyhanif,"Maaf pak presiden, demi demokrasi yg baik dan demi kemajuan negara kita bersama, saya dan teman2 saya besok aksi turun ke jalan untuk menolak pelemahan KPK dan tolak RKUHP",negatif
KFadholy,"Lucu-lucu RKUHP orang malah nyerangnya presiden, iya-iya-iya-iya memang saya akui juga saya kecewa dengan Jokowi lately, tapi kalau RKUHP ini kalian nyalahin Jokowi ya goblok ajasi monmaap.",negatif
keyluvee,Lucu baca pasal ngawur RKUHP 😂 jd penasaran sama risalah RKUHPnya wkkk,negatif
keyangseu,Lu termasuk yg menolak rkuhp pembubaran shichibukai ga bang? #tolakrkuhp https://t.co/NfMDapssMw,negatif
kevhunt_13,"Logikanya orang orang DPR pinter pinter ga mungkin setolol itu membuat keputusan RKUHP yang konyol, masih heran aja, masa iya sih, kalo pengalihan isu, isu apa? Kalo beneran kok agak aneh si gobloknya transparan gitu. Disini tidak sedang mendukung si A si B.",negatif
KeuanganNegara,"LOGIKA: SOAL RKUHP.HRSNYA MAHASISWA GENERASI MERUNDUK,MRK WAJIB LAKUKAN TEKANN KE DPR RI DGN TUJUAN AGAR HAL TERSEBUT DIKAJI LGI,KRN SAMPAI DETIK INI RI 1 GA MENYETUJI ITU.LALU,SOAL RU2KPK,ITUPUN BBRP POIN TELA DITOLAK OLE RI 1. LALU HUB DGN JOKOWI LENGSER DIMANANYA",negatif
ketuahima,"Lo mau kena penjara hanya karena mengkritik pemerintah? Gk kan? Ayo bantu tanda tangan petisi ini buat mencegah pengesahan RKUHP, banyak pasal² ngawur yg dibuat tanpa ada penelitian lebih jelasnya dlu. 
 
https://t.co/F2waCIQCXx
#SemuaBisaKena 
Tolong bantuannya 
Terimakasih",negatif
ketowrolac,"lo bisa bilang bersama jokowi dan dengan tagar bullshit lainnya, tapi kali ini gue setuju sama apa yang ingin mahasiswa ini sampaikan, Jokowi terlalu MAIN AMAN sampai GAK BERANI tolak RKUHP sama UU KPK yang udah... https://t.co/6jM74kz6EW",negatif
Ketjupbasah_,"lnalilahi wainalilahi rojiun 
Sampai begitunya menyikapi gerakan moral mahasiswa 

Demo Tolak RKUHP di Kendari Ricuh 1 Mahasiswa Tewas Tertembak

https://t.co/txutTVQUXJ",negatif
keritingtimur,"Lidah di kulum
Tangan menggrepe
Assalamualaikum 
Tolak Rkuhp

#TolakRUUKUHP",negatif
kenturamen,"Lha kok tambah Gatau diri!!
Lek isok njamin RKUHP tidak disahkan sih gapopo.
#SurabayaMenggugat
#TolakRUUKUHP 
#TolakRKUHP https://t.co/hVrRNYypOe",negatif
kenneth_aurelio,"Legislator kita ini cacat logika... gelandangan Didenda tapi uang dendanya buat ngelindungi gelandangan yg didenda?? WTF....🤦 #TolakRKUHP

https://t.co/PVNXREuMsV",negatif
kembaligoceng,lama-lama Pemerintah bikin RKUHP yang melarang kita fallin' in love with people we cant have. :) #SurabayaMenggugat #Reformasidikorupsi #TolakRUUKUHP,negatif
kelvin_tan23,"Lalu, apa yang membuktikan para perancang ini serius merumuskan KUHP? Risalah prosesnya apa? Jangan-jangan, perumusan RKUHP yang memang sporadis dan tak mendasar. #TolakRKUHP",negatif
keithjak,"Lah, kan udah jelas ada tulisannya itu Tolak RKUHP, bukan RUU KPK. Gimana sih elaaah https://t.co/ClWw0OJUPR",negatif
keincaled,"Lah, Bapak, kan, hobi blusukan. Katanya untuk serap aspirasi bawah. Kok, bisa ditolak begini aspirasinya? RKUHP itu usulan pemerintah, lo.

Aksi di sejumlah daerah itu medium publik. Menyampaikan aspirasinya. https://t.co/48B7betvX2",negatif
keginaan,"Lah pak, judul skripsi saya sebagai karya anak bangsa aja ditolak gegara jelek. Ya mungkin RKUHP nya ditolak ya... gitu.😅 https://t.co/RekSy91wOK",negatif
Kawanimut,"lagi panas2 nya demo tolak RKUHP, eh si doi gajelas, gue sakit hati",negatif
kate_rcbc,KVK ALAT POLITIK ! PERSETAN DENGAN KVK ! TOLAK RKUHP https://t.co/cAe7TUflCn,negatif
kaskus,"KUHP saat ini sudah tidak sesuai dengan kondisi Indonesia yang carut marut, jadi RKUHP sudah sepantasnya juga di-carut marut-kan menyesuaikan dengan kondisi negara saat ini.

Mungkin gini konsepnya, ~halu~",negatif
KashogiArmand,"KUHP kita sekarang memang warisan dari penjajahan kolonial Belanda. Tapi, dengan disahkannya RKUHP kita yang baru membuat kita dijajah bangsa sendiri.",negatif
kartoki,"Kuatno ati ojok mbrebek lurd. Legawano ati ojok sambatan enek karo kancamu sg update, retweet, bahkan kultweet mslh aksi massa tolak RKUHP. Semua akan terketuk hatinya utk mau peduli dan gatal utk berkomentar. Doakan dan bantu. Bantu sing yaopo? Tak balekno ng sampean ae.",negatif
karolwjty,"kpopers -----------------
wibu                         |
ca                             |
pa                             |------- tolak rkuhp
alter                         |
ava kucing              |
acc nyinyir -------------",negatif
karimkayim,"KPAI tolong lindungi anak ini dari dirinya sendiri

Alasan Pelajar Demo Tolak RKUHP: Masa Istri Sendiri Diperkosa Tak Boleh? https://t.co/iAcuntoxE3",negatif
Kari_Ninja,"Kota Samarinda menuntut Tolak Revisi UU KPK dan  RKUHP,

Bukan Urusan Saya Kalau kalian suka atau gak 

Setidaknya Mereka Berusaha. 

 #SaatnyaPeoplePower https://t.co/V8uET3i2xp",negatif
kardonolimjadi,"Kota Cirebon menuntut Tolak Revisi UU KPK dan  RKUHP, Senin (23/09/2019)

 Hindari Jalan Siliwangi jika tidak ada keperluan.

Bukan Urusan Saya Kalau kalian suka atau gak 

Setidaknya Mereka Berusaha. 

#SaatnyaPeoplePower https://t.co/aOOSOcEmdc",negatif
kaprikurt,"KONTROVERSI RKUHP, AKTOR PENDUKUNG RKUHP, DAN DEMO TOLAK RKUHP YANG BIKIN MERINDING !!!

https://t.co/GtWYphOozM

#anakstm
#PolisiMengayomiBukanKeroyokan #MAHASISWABERSATU 
#MahasiswaBergerak      

#STMBergerak
#STMmelawan",negatif
kany_na,Komunitas Pers Tolak 10 Pasal RKUHP https://t.co/P7L1p7ylyM,negatif
kangsemproel,"KOMPAS SPINS AGAINST INCONVENIENT FACT: LEADING CRITICS OF CRIMINAL CODE ALL ANTI-REGIME OPPOSITION IN ELECTIONS

Cute trolling #RKUHPNgawur #TolakRKUHP #TundaRKUHP

@rockygerung @Dahnilanzar @msaid_didu all quite ""bersatu"" backing democratic Regime Change
https://t.co/N7zBYo7Mox",negatif
KANALJABAR,Kocak! Poster-poster ‘Nyeleneh’ Demo #Mahasiswa Tolak #RKUHP https://t.co/kK11BWdu3b https://t.co/BqOo7DTTIV,negatif
kalokayuda,"Klo sudah jelas banyak yg tidak setuju tntg RKUHP tersebut tolong dengarkan mereka buktikan bahwa negara kita negara demokrasi.
#HidupMahasiswa
#TrisaktiTurunLagi
#hidupmahasiswaindonesia 
#tolakruuKPK 
#PolisiMengayomiBukanKeroyokan 
#panjangumurperjuangan 
#SaveMahasiswa",negatif
kalemmmm_,"klo rkuhp di tolak, buru umumin donk ah",negatif
kailipost,"Klaten Bergerak! Mahasiswa Berjuang
Mengundang seluruh akademisi
.
- Cabut UUD KPK
- Tolak RKUHP
- Tolak RUU Pertanahan
- Kriminalisasi Aktivis
- Perlemahan Demokrasi
.
Hari : Rabu, 25 Sept 2019
Jam : 10:00 -… https://t.co/sbSHoWbjPO",negatif
kacrutbangett,"Kita Kawal dan Bangun Demokrasi ini, makanya mahasiswa turun agar reformasi tidak dikorupsi, kok gerombolan anu malah suarakan tolak sistem demokrasi 😂😂.
.
.
TOLAK RKUHP, 
Bukan TOLAK SISTEM DEMOKRASI.

Nolak demokrasi, tapi hobinya demonstrasi . Yhaaa 🤣🤣🤣",negatif
KabaSumbar,"Kita Cangkruk di Gedung DPRD Jatim!⁣
⁣
Tuntutan:⁣
1. Tolak RKUHP, RUU Pertanahan, UU KPK, dan RUU Ketenagakerjaan.⁣
2. Menuntut Pemerintah menyelesaikan permasalahan KARHUTLA.⁣
3. Menolak Multifungsi Aparat.⁣
4. Mendorong pemerintah melakukan dialog dengan rakyat Papua,⁣",negatif
kabarmalang,"Kiranya yg gue tau,, pada tahun 2018 lalu,, sudah ada yg demo mngkin tentang RKUHP ini tapi sama sekali tidak di dengarkan dan dibiarkan begitu saja.
Mungkin memang DPR menunggu ke ramaiann ini !!!
.
.
#TolakPasalNgawur",negatif
KabarBanten72,Kirain ada aksi TOLAK RKUHP &amp; REVISI UU KPK:( https://t.co/X3CaiSHNKw,negatif
junjunggultom,"ketika kaum rebahan turun ke jalan.
berarti negara ini sedang kacau!!

#HidupMahasiswa 
semoga #JokowiMendengarRakyat 
#RezimPenghancurBangsa #TolakRUUKUHP #RKUHP #RKUHPNgawur 
#MahasiswaBergerak",negatif
junieversee,"Ketika #RKUHP #RKUHPNgawur disahkan
#TolakRKUHP #TolakRUUKUHP #TolakRevisiUUKPK #savespongebob #SpongeBob #BubarkanKPI https://t.co/l86t6a19ks",negatif
Junaedi63780360,Kesatuan Perjuangan Rakyat di Ternate Tolak RUU Pertanahan dan RKUHP|https://t.co/LT3WhD8gDv,negatif
jumianto_RK,"Kerja di kolam cebong ini repot juga. Orang mahasiswa demo buat tolak RKUHP, UU KPK kok yg dibilang mau lengserin jokowi. Dasar cebi!",negatif
jullioliv,keren deh yg bagian tolak rkuhp di mata najwa nya ada cewe nya dan omongannya pinter banget,negatif
Jualan_inside,"Kenapa tidak sekalian dalam RKUHP yang akan disahkan ditambahkan pasal ""jahit mulut rakyat yang protes tindakan atau putusan pemerintah"" pak? 
Toh MK itukan produk pemerintah.  #TolakRKUHP #MahasiswaBergerak
 https://t.co/LjF9yd9egP",negatif
JTWsugarmill,Kenapa tiba-tiba soal RKUHP bisa menjadi bola panas dalam waktu singkat?  Kenapa pula negara nampaknya sulit untuk meredam suasana? Terlebih ada apa dibalik pemerintahan Jokowi yang sangat tidak taktis dalam menanggapi konflik akhir-akhir ini?,negatif
jpradipta77,"Kenapa negara ini bahkan lebih parah sekarang? Dijajah oleh negeri sendiri. 😿 #TolakRUUKUHP
#SemuaBisaKena - Tandatangani Petisi! https://t.co/ZAvcKUIEGk lewat @ChangeOrg_ID",negatif
joxzin72,"Kenapa harus nunggu aksi baru ditunda?

Pernah mikir ga kalo sebenernya ini pengalihan isu aja. RKUHP ini ga ada. Mereka bikin bikin aja biar rakyatnya pada protes, turun ke jalan. Habis itu tolak, biar berasa pahlawan.

Satu party kok ga kompak🤪",negatif
jovan_oct,"Kenapa gak biasa aja sih jawabnya?
———-
Dialog dengan Mahasiswa, Fahri: RKUHP Karya Anak Bangsa, Kok Ditolak? - ... https://t.co/pIuGZDXhlN via @YouTube",negatif
jonedimanalu,Kemari kalian minum tolak angin langsung sembuh masuk anginya. Sekarang minumlah Tolak RKUHP biar masuk anginya lebih parah dari sebelumnya hehe🤗 https://t.co/q9ET8GomrD,negatif
jolie51167618,"kemaren mahasiswa, tadi STM ,besok ojol, besok nya lagi suporter bola ,besok nya lagi semua elemen masyarakat bersatu .serukan suara tolak RKUHP #semuabergerak",negatif
jojojobejo,"Kekesalan hari ini,
Di pagi menjelang siang tadi anak anak kampus banyak yg berpartisipasi dalam seruan aksi tolak RKUHP dan UU KPK, namun dibalkon gedung lantai 4 ada seorang anak lelaki menggerutu, wah demo apaan tuh ga ada polisinya yg kawal blablabla..

#MosiTidakPercaya",negatif
JojoBinjai,"Kek gini nih jadinya kalo RKUHP di sahkan😂😂
#TolakRevisiUUKPK 
#tolakrkuhpngawur 
#lucuabisbikinngakak https://t.co/crNUbaip2Y",negatif
JohnZEddi1,"Kegagalan mereka memprovokasi umat-rakyat, merekayasa teror, separtisme dan anarkisme, meletuskan kerusuhan dengan menunggangi aksi bela KPK-Tolak RKUHP dst 

Adalah lonceng kematian bagi SBY-LBP-Paloh: Penguasa Rezim Jokowi Jilid I",negatif
johnsengkuni,Kedunguan yang bernama RKUHP,negatif
johanhimself,"Kecuali pasal penghinan terhadap Presiden loh ya, soal ini menurut gw tetep harus ditolak #RKUHP",negatif
Joglosemarnews,kecewa jg ma p jokowi knp membiarkan hal ini berlarut2. walaupun blm disahkan ku rasa itu rkuhp hrsnya ditolak aja dr awal. isinya sampah.,negatif
joecarepmkri,"Kebakaran hutan, ricuh papua, kiamat KPK, RKUHP ngawur.
Kacau.",negatif
job_chandra,"Ke DPR Rame-Rame Tolak RKUHP https://t.co/XBXVtIskZC lewat @YouTube @jokowi, walaupun cuma paling cuma sampai ke admin doang si😌",negatif
JoAtmojo3,Ke DPR Rame-Rame Tolak RKUHP https://t.co/n2KkPUttRl via @YouTube,negatif
jjsengui,"KAWAN-kawan jurnalis melebur dalam aksi demonstrasi berbagai elemen. Ribuan demonstran tumpah ruah di kompleks DPRD Lampung, Selasa, 24/9/2019.

Kami turut menyerukan penolakan RKUHP. Sebab, mengancam kebebasan sipil dan pers.

#TolakRKUHP 
#SaveKPK 
#ReformasiDikorupsi https://t.co/OYwBKk0Y5z",negatif
jiyaaruu,"Katanya RKUHP dibuat untuk melepaskan diri dari warisan Kolonial Hindia Belanda, tapi malah muncul pasal-pasal Kolonial 😶",negatif
jitunews,"katanya mahasiswa tapi kok anarkis ya, harus nya klok mahasiswa mau menolak RKUHP  bukan dengan cara demo anarkis dong ,kan mahasiswa itu manusia terpelajar tapi sikap nya begitu #TolakRKUHP  #iniMAHASISWA #rusuhBUKANgayague",negatif
Jirayuri,"Katanya Ditunda 
Mudah-mudahan sih gak cuma ditunda ya, mau optimis tapi gimana gitu.
#RKUHP #pengesahan #penundaan #HAM #UU #Keputusan

https://t.co/FjPmiCh6Ca https://t.co/2Z9oBMURi5",negatif
JinWorld0412,"Katanya agamis.. Tapi RKUHP Kumpul Kebo ditolak. 

Katanya bermoral, tapi ga mau diatur.. Terus kudu piyeee..?? 

@ILCtv1

https://t.co/TguM713MsB",negatif
Jig_gliy,"Kasian anakku nanti belajar sejarahnya banyak banget, sejarah mahasiswa tolak UU KPK dan RKUHP",negatif
Jesikawp,"Kapitalis sedang tertawa,, mahasiswa demo, RKUHP , RUU KPK, dll hanyalah pengalihan isu..",negatif
jeon_emp,"Kampus tolol, masa mau adain kajian dan diskusi terbuka tentang RKUHP aja gaboleh",negatif
Jenmegah,"kampanye kebebasan seksual yang diusung oleh para pendukung RUU P-KS dan para penolak pasal zina dan LGBT dalam RKUHP, telah mengotori gerakan mahasiswa dan masyarakat yang selama ini tulus berjuang demi mewujudkan bangsa Indonesia yang bermoral dan beradab
Asem og

#TolakRUUPKS",negatif
jeniusma,"Kampanye cari rakyat, bikin aturan tanpa rakyat.. TOLAK RKUHP RUUKPK #MataNajwa #MAHASISWABERSATU #STMBergerak https://t.co/sCddpqjRY0",negatif
Jenengkuyoga,"kami tidak menyalahkan jokowi kami mahasiswa/i menyalahkan DPR atas #RKUHP tapi jokowi sebagai presiden kenapa hanya diam saja melihat peraturan yg diluar akal sehat ini?
#TolakRUUKUHP #TurunkanJokowi",negatif
